year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,11,DL,Delta Air Lines Network,DAY,"Dayton, OH: James M Cox/Dayton International",135.00,12.00,6.04,0.15,1.22,0.00,4.59,5.00,0.00,589.00,333.00,13.00,31.00,0.00,212.00
2025,11,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",762.00,207.00,47.78,0.37,127.66,0.00,31.18,13.00,3.00,14091.00,4237.00,65.00,6946.00,0.00,2843.00
2025,11,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",951.00,170.00,71.23,2.36,56.03,0.00,40.38,14.00,0.00,11979.00,6920.00,144.00,2078.00,0.00,2837.00
2025,11,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",995.00,256.00,77.61,2.70,110.14,0.00,65.55,17.00,3.00,18175.00,6536.00,107.00,6831.00,0.00,4701.00
2025,11,DL,Delta Air Lines Network,DSM,"Des Moines, IA: Des Moines International",112.00,15.00,6.31,0.00,4.62,0.00,4.07,3.00,0.00,980.00,510.00,0.00,183.00,0.00,287.00
2025,11,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4967.00,751.00,201.55,6.00,178.43,0.76,364.25,58.00,3.00,55483.00,20136.00,726.00,8199.00,57.00,26365.00
2025,11,DL,Delta Air Lines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",192.00,24.00,9.01,0.00,5.10,0.00,9.89,6.00,2.00,1477.00,957.00,0.00,140.00,0.00,380.00
2025,11,DL,Delta Air Lines Network,ELP,"El Paso, TX: El Paso International",60.00,11.00,4.88,0.00,3.01,0.00,3.11,0.00,0.00,751.00,447.00,0.00,124.00,0.00,180.00
2025,11,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",564.00,155.00,39.10,1.82,91.75,1.00,21.33,25.00,2.00,12230.00,3686.00,197.00,6861.00,38.00,1448.00
2025,11,DL,Delta Air Lines Network,EYW,"Key West, FL: Key West International",119.00,26.00,11.50,3.53,5.69,0.00,5.27,3.00,3.00,3254.00,606.00,1857.00,223.00,0.00,568.00
2025,11,DL,Delta Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",30.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,87.00,58.00,0.00,0.00,0.00,29.00
2025,11,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",54.00,8.00,5.65,0.00,0.46,0.00,1.88,0.00,0.00,1148.00,1056.00,0.00,23.00,0.00,69.00
2025,11,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",59.00,11.00,3.79,1.00,1.76,0.00,4.44,1.00,0.00,1272.00,199.00,775.00,41.00,0.00,257.00
2025,11,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1041.00,225.00,77.57,2.30,94.36,0.88,49.89,20.00,3.00,15003.00,5203.00,145.00,4721.00,80.00,4854.00
2025,11,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",60.00,12.00,6.85,0.00,4.74,0.00,0.41,1.00,0.00,608.00,443.00,0.00,154.00,0.00,11.00
2025,11,DL,Delta Air Lines Network,GEG,"Spokane, WA: Spokane International",207.00,39.00,12.42,0.87,12.71,0.00,13.00,2.00,1.00,2142.00,949.00,59.00,363.00,0.00,771.00
2025,11,DL,Delta Air Lines Network,GNV,"Gainesville, FL: Gainesville Regional",136.00,11.00,2.61,0.00,2.46,0.00,5.93,7.00,0.00,477.00,85.00,0.00,64.00,0.00,328.00
2025,11,DL,Delta Air Lines Network,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",106.00,19.00,11.27,0.00,3.06,0.00,4.67,3.00,0.00,1215.00,855.00,0.00,76.00,0.00,284.00
2025,11,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",60.00,13.00,6.65,0.00,2.29,0.00,4.06,0.00,0.00,742.00,333.00,0.00,174.00,0.00,235.00
2025,11,DL,Delta Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",170.00,24.00,11.09,1.91,8.14,0.00,2.86,2.00,0.00,1467.00,542.00,426.00,385.00,0.00,114.00
2025,11,DL,Delta Air Lines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",230.00,35.00,18.05,0.43,6.28,0.00,10.24,5.00,0.00,1744.00,964.00,35.00,237.00,0.00,508.00
2025,11,DL,Delta Air Lines Network,GSP,"Greer, SC: Greenville-Spartanburg International",262.00,34.00,16.76,1.09,6.47,0.00,9.68,7.00,1.00,2125.00,1005.00,63.00,253.00,0.00,804.00
2025,11,DL,Delta Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",287.00,35.00,16.43,0.00,12.70,0.00,5.87,0.00,3.00,2120.00,1538.00,0.00,368.00,0.00,214.00
2025,11,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",118.00,28.00,11.62,0.00,9.38,0.00,7.00,3.00,0.00,1633.00,691.00,0.00,567.00,0.00,375.00
2025,11,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",60.00,14.00,3.09,0.00,4.85,0.00,6.07,1.00,0.00,1689.00,157.00,0.00,996.00,0.00,536.00
2025,11,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",24.00,5.00,2.08,0.00,0.00,0.00,2.92,0.00,0.00,284.00,71.00,0.00,0.00,0.00,213.00
2025,11,DL,Delta Air Lines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",173.00,20.00,10.40,0.96,1.68,0.00,6.96,3.00,0.00,1580.00,732.00,50.00,251.00,0.00,547.00
2025,11,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",243.00,41.00,22.14,1.00,7.85,0.00,10.01,7.00,1.00,2929.00,1445.00,533.00,346.00,0.00,605.00
2025,11,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",674.00,138.00,53.68,1.92,47.82,0.00,34.58,9.00,1.00,11537.00,6230.00,80.00,2163.00,0.00,3064.00
2025,11,DL,Delta Air Lines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",86.00,17.00,8.40,0.77,3.81,1.00,3.01,1.00,0.00,744.00,313.00,20.00,92.00,86.00,233.00
2025,11,DL,Delta Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",23.00,6.00,2.79,0.00,0.21,0.00,3.00,1.00,0.00,296.00,127.00,0.00,13.00,0.00,156.00
2025,11,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",110.00,17.00,8.85,1.00,2.72,0.00,4.43,2.00,0.00,954.00,479.00,94.00,86.00,0.00,295.00
2025,11,DL,Delta Air Lines Network,IND,"Indianapolis, IN: Indianapolis International",368.00,47.00,22.49,0.86,10.33,0.00,13.31,8.00,1.00,2776.00,1153.00,121.00,465.00,0.00,1037.00
2025,11,DL,Delta Air Lines Network,JAC,"Jackson, WY: Jackson Hole",60.00,9.00,2.60,0.00,0.12,0.00,6.29,0.00,0.00,427.00,132.00,0.00,5.00,0.00,290.00
2025,11,DL,Delta Air Lines Network,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",164.00,22.00,9.96,1.00,3.27,0.00,7.77,6.00,0.00,1113.00,537.00,30.00,131.00,0.00,415.00
2025,11,DL,Delta Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",431.00,83.00,38.41,0.81,17.70,0.00,26.09,6.00,0.00,4232.00,2032.00,88.00,681.00,0.00,1431.00
2025,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2547.00,433.00,142.90,6.11,162.21,0.00,121.78,23.00,7.00,33043.00,13503.00,583.00,9194.00,0.00,9763.00
2025,11,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",60.00,15.00,7.05,0.00,6.48,0.00,1.46,0.00,1.00,520.00,306.00,0.00,162.00,0.00,52.00
2025,11,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1247.00,242.00,81.39,1.53,117.58,0.00,41.49,13.00,1.00,14080.00,5825.00,59.00,5590.00,0.00,2606.00
2025,11,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2994.00,488.00,159.85,4.66,158.11,1.00,164.39,40.00,2.00,30893.00,12885.00,644.00,5992.00,23.00,11349.00
2025,11,DL,Delta Air Lines Network,LEX,"Lexington, KY: Blue Grass",184.00,29.00,11.16,3.29,3.59,0.00,10.95,7.00,1.00,2963.00,1159.00,936.00,209.00,0.00,659.00
2025,11,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2643.00,813.00,145.21,7.11,408.49,0.00,252.19,70.00,8.00,77021.00,26284.00,852.00,28161.00,0.00,21724.00
2025,11,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",30.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,205.00,130.00,0.00,75.00,0.00,0.00
2025,11,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",60.00,12.00,4.50,0.00,4.47,0.00,3.03,0.00,0.00,592.00,330.00,0.00,133.00,0.00,129.00
2025,11,DL,Delta Air Lines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",185.00,25.00,16.49,0.80,3.50,0.00,4.21,3.00,0.00,1538.00,853.00,235.00,268.00,0.00,182.00
2025,11,DL,Delta Air Lines Network,MCI,"Kansas City, MO: Kansas City International",698.00,136.00,45.85,0.23,35.91,0.00,54.00,11.00,0.00,10619.00,5172.00,11.00,1729.00,0.00,3707.00
2025,11,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1711.00,351.00,133.27,3.38,145.18,1.00,68.18,32.00,1.00,22479.00,10385.00,115.00,7331.00,30.00,4618.00
2025,11,DL,Delta Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",83.00,15.00,4.36,1.05,3.79,0.00,5.80,1.00,0.00,885.00,206.00,108.00,194.00,0.00,377.00
2025,11,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",108.00,13.00,5.98,0.00,2.91,0.00,4.11,4.00,2.00,748.00,408.00,0.00,98.00,0.00,242.00
2025,11,DL,Delta Air Lines Network,MEM,"Memphis, TN: Memphis International",340.00,53.00,25.37,0.40,9.61,0.00,17.61,6.00,0.00,2831.00,1273.00,33.00,394.00,0.00,1131.00
2025,11,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",940.00,242.00,77.06,2.00,123.12,0.00,39.81,14.00,2.00,15032.00,5679.00,93.00,6406.00,0.00,2854.00
2025,11,DL,Delta Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",284.00,41.00,17.51,1.47,10.68,0.00,11.34,6.00,0.00,1901.00,1149.00,73.00,268.00,0.00,411.00
2025,11,DL,Delta Air Lines Network,MLB,"Melbourne, FL: Melbourne Orlando International",117.00,11.00,3.74,0.00,2.07,0.00,5.19,5.00,0.00,448.00,141.00,0.00,37.00,0.00,270.00
2025,11,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",41.00,5.00,2.72,0.00,0.06,0.00,2.22,2.00,0.00,197.00,109.00,0.00,1.00,0.00,87.00
2025,11,DL,Delta Air Lines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",168.00,26.00,15.38,0.80,2.42,0.00,7.40,2.00,0.00,1798.00,963.00,139.00,104.00,0.00,592.00
2025,11,DL,Delta Air Lines Network,MSO,"Missoula, MT: Missoula Montana",60.00,10.00,6.37,0.00,2.46,0.00,1.17,0.00,0.00,555.00,425.00,0.00,74.00,0.00,56.00
2025,11,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5188.00,795.00,234.35,24.11,220.34,0.90,315.29,53.00,1.00,71576.00,30936.00,4057.00,9789.00,678.00,26116.00
2025,11,DL,Delta Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",634.00,86.00,33.09,1.24,26.45,0.00,25.22,11.00,1.00,4508.00,2045.00,48.00,1123.00,0.00,1292.00
2025,11,DL,Delta Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",173.00,23.00,10.15,0.00,9.29,0.00,3.56,6.00,0.00,1070.00,568.00,0.00,374.00,0.00,128.00
2025,11,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",109.00,11.00,6.81,0.00,2.78,0.00,1.41,0.00,0.00,1015.00,903.00,0.00,65.00,0.00,47.00
2025,11,DL,Delta Air Lines Network,OKC,"Oklahoma City, OK: Okc Will Rogers International",139.00,23.00,11.37,1.00,1.60,0.00,9.03,5.00,0.00,932.00,431.00,57.00,61.00,0.00,383.00
2025,11,DL,Delta Air Lines Network,OMA,"Omaha, NE: Eppley Airfield",137.00,18.00,8.87,0.00,2.82,0.00,6.31,3.00,0.00,933.00,483.00,0.00,85.00,0.00,365.00
2025,11,DL,Delta Air Lines Network,ONT,"Ontario, CA: Ontario International",144.00,22.00,12.38,0.39,6.21,0.00,3.02,3.00,0.00,1309.00,842.00,11.00,301.00,0.00,155.00
2025,11,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",965.00,324.00,89.98,3.06,157.09,0.00,73.87,30.00,4.00,28890.00,8517.00,1137.00,11884.00,0.00,7352.00
2025,11,DL,Delta Air Lines Network,ORF,"Norfolk, VA: Norfolk International",263.00,56.00,22.21,0.93,14.15,0.00,18.71,3.00,0.00,3177.00,1078.00,114.00,899.00,0.00,1086.00
2025,11,DL,Delta Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",562.00,136.00,47.14,0.00,54.54,0.41,33.90,7.00,3.00,8962.00,3329.00,0.00,2936.00,41.00,2656.00
2025,11,DL,Delta Air Lines Network,PDX,"Portland, OR: Portland International",589.00,129.00,55.12,0.77,49.64,0.00,23.47,7.00,0.00,7020.00,3529.00,195.00,1824.00,0.00,1472.00
2025,11,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",527.00,90.00,33.80,0.40,31.60,0.00,24.20,12.00,1.00,5488.00,2149.00,36.00,1454.00,0.00,1849.00
2025,11,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",909.00,227.00,71.33,0.52,120.50,0.00,34.66,8.00,1.00,15297.00,5924.00,28.00,6852.00,0.00,2493.00
2025,11,DL,Delta Air Lines Network,PIT,"Pittsburgh, PA: Pittsburgh International",235.00,37.00,20.07,1.00,6.92,0.00,9.02,7.00,0.00,2476.00,1359.00,29.00,588.00,0.00,500.00
2025,11,DL,Delta Air Lines Network,PNS,"Pensacola, FL: Pensacola International",225.00,29.00,9.34,2.52,9.16,0.00,7.98,5.00,0.00,947.00,241.00,111.00,244.00,0.00,351.00
2025,11,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",60.00,13.00,5.47,0.99,2.45,0.00,4.09,0.00,2.00,1159.00,222.00,648.00,73.00,0.00,216.00
2025,11,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",85.00,13.00,3.94,0.00,7.56,0.00,1.50,2.00,0.00,440.00,128.00,0.00,235.00,0.00,77.00
2025,11,DL,Delta Air Lines Network,PVD,"Providence, RI: Rhode Island Tf Green International",112.00,22.00,10.88,0.00,4.42,0.00,6.70,4.00,0.00,1269.00,520.00,0.00,106.00,0.00,643.00
2025,11,DL,Delta Air Lines Network,PWM,"Portland, ME: Portland International Jetport",95.00,19.00,7.45,0.00,3.88,0.00,7.67,2.00,0.00,1475.00,911.00,0.00,141.00,0.00,423.00
2025,11,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",1038.00,164.00,63.93,1.78,48.14,0.00,50.15,16.00,1.00,11396.00,5134.00,861.00,2048.00,0.00,3353.00
2025,11,DL,Delta Air Lines Network,RIC,"Richmond, VA: Richmond International",235.00,31.00,14.66,0.58,9.26,0.00,6.50,8.00,0.00,1668.00,767.00,11.00,408.00,0.00,482.00
2025,11,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",81.00,10.00,3.56,0.00,4.70,0.00,1.74,0.00,0.00,929.00,593.00,0.00,280.00,0.00,56.00
2025,11,DL,Delta Air Lines Network,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",30.00,6.00,3.69,0.00,2.00,0.00,0.31,1.00,0.00,238.00,153.00,0.00,64.00,0.00,21.00
2025,11,DL,Delta Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",84.00,21.00,8.18,0.08,6.42,0.00,6.31,3.00,0.00,1179.00,541.00,2.00,205.00,0.00,431.00
2025,11,DL,Delta Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",571.00,102.00,48.61,2.00,34.29,1.00,16.10,5.00,0.00,7897.00,4812.00,89.00,1784.00,35.00,1177.00
2025,11,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",794.00,183.00,47.61,0.00,99.74,0.00,35.66,6.00,5.00,9668.00,2850.00,0.00,4346.00,0.00,2472.00
2025,11,DL,Delta Air Lines Network,SAT,"San Antonio, TX: San Antonio International",563.00,104.00,44.53,2.04,25.66,0.00,31.77,7.00,0.00,6721.00,3040.00,165.00,968.00,0.00,2548.00
2025,11,DL,Delta Air Lines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",297.00,38.00,12.55,2.04,9.90,0.00,13.51,4.00,0.00,2464.00,763.00,239.00,414.00,0.00,1048.00
2025,11,DL,Delta Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",55.00,5.00,4.03,0.00,0.04,0.00,0.93,3.00,0.00,318.00,277.00,0.00,1.00,0.00,40.00
2025,11,DL,Delta Air Lines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",214.00,39.00,18.72,0.07,11.28,0.00,8.93,4.00,0.00,4033.00,1706.00,7.00,1759.00,0.00,561.00
2025,11,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2612.00,426.00,122.31,11.39,144.26,0.00,148.04,25.00,6.00,29625.00,11589.00,1892.00,5618.00,0.00,10526.00
2025,11,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",1138.00,334.00,80.41,0.00,205.93,0.00,47.66,11.00,2.00,21195.00,7571.00,0.00,10704.00,0.00,2920.00
2025,11,DL,Delta Air Lines Network,SGF,"Springfield, MO: Springfield-Branson National",34.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,214.00,214.00,0.00,0.00,0.00,0.00
2025,11,DL,Delta Air Lines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",179.00,34.00,14.77,0.07,7.87,0.00,11.29,6.00,0.00,2954.00,1720.00,8.00,289.00,0.00,937.00
2025,11,DL,Delta Air Lines Network,SJU,"San Juan, PR: Luis Munoz Marin International",267.00,54.00,23.30,1.35,21.78,0.00,7.57,2.00,1.00,2706.00,1249.00,171.00,1010.00,0.00,276.00
2025,11,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4275.00,556.00,179.11,15.44,146.87,0.00,214.59,45.00,2.00,47019.00,20632.00,3596.00,5681.00,0.00,17110.00
2025,11,DL,Delta Air Lines Network,SMF,"Sacramento, CA: Sacramento International",271.00,32.00,20.48,0.00,7.92,0.00,3.60,7.00,0.00,2876.00,2199.00,0.00,375.00,0.00,302.00
2025,11,DL,Delta Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",389.00,81.00,39.97,0.00,25.23,0.00,15.81,6.00,1.00,4095.00,2428.00,0.00,796.00,0.00,871.00
2025,11,DL,Delta Air Lines Network,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",247.00,42.00,17.27,0.35,11.88,0.00,12.51,6.00,0.00,3031.00,1616.00,23.00,548.00,0.00,844.00
2025,11,DL,Delta Air Lines Network,STL,"St. Louis, MO: St Louis Lambert International",449.00,77.00,42.72,0.04,13.06,0.00,21.18,11.00,0.00,4606.00,2601.00,5.00,719.00,0.00,1281.00
2025,11,DL,Delta Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",39.00,11.00,4.18,0.00,6.36,0.00,0.46,0.00,0.00,595.00,371.00,0.00,213.00,0.00,11.00
2025,11,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,DL,Delta Air Lines Network,SYR,"Syracuse, NY: Syracuse Hancock International",114.00,22.00,9.39,1.23,5.26,0.00,6.13,3.00,0.00,1137.00,494.00,49.00,248.00,0.00,346.00
2025,11,DL,Delta Air Lines Network,TLH,"Tallahassee, FL: Tallahassee International",144.00,19.00,10.14,0.00,1.78,0.00,7.08,3.00,1.00,1330.00,790.00,0.00,103.00,0.00,437.00
2025,11,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1113.00,233.00,95.31,1.41,76.87,0.00,59.41,18.00,3.00,14921.00,6490.00,114.00,3991.00,0.00,4326.00
2025,11,DL,Delta Air Lines Network,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",61.00,7.00,5.46,0.00,0.96,0.00,0.58,1.00,0.00,299.00,257.00,0.00,28.00,0.00,14.00
2025,11,DL,Delta Air Lines Network,TUL,"Tulsa, OK: Tulsa International",135.00,17.00,10.30,1.22,2.84,0.00,2.64,6.00,0.00,942.00,608.00,114.00,91.00,0.00,129.00
2025,11,DL,Delta Air Lines Network,TUS,"Tucson, AZ: Tucson International",80.00,11.00,6.35,0.00,1.16,0.00,3.49,3.00,0.00,754.00,456.00,0.00,29.00,0.00,269.00
2025,11,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",30.00,6.00,3.35,0.00,1.72,0.00,0.93,0.00,0.00,314.00,207.00,0.00,48.00,0.00,59.00
2025,11,DL,Delta Air Lines Network,TYS,"Knoxville, TN: McGhee Tyson",153.00,28.00,11.18,3.53,4.28,0.00,9.01,7.00,1.00,1091.00,350.00,295.00,163.00,0.00,283.00
2025,11,DL,Delta Air Lines Network,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",209.00,21.00,8.81,0.51,5.68,0.00,6.01,8.00,0.00,1201.00,544.00,44.00,349.00,0.00,264.00
2025,11,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",22.00,1.00,0.00,0.00,0.56,0.00,0.44,0.00,0.00,18.00,0.00,0.00,10.00,0.00,8.00
2025,11,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1543.00,476.00,89.24,2.71,190.60,0.00,193.46,52.00,5.00,39192.00,6480.00,151.00,10179.00,0.00,22382.00
2025,11,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",178.00,45.00,8.91,2.00,21.44,0.00,12.65,1.00,0.00,3359.00,745.00,115.00,1323.00,0.00,1176.00
2025,11,F9,Frontier Airlines,BDL,"Hartford, CT: Bradley International",50.00,7.00,4.36,0.00,1.73,0.00,0.91,0.00,0.00,471.00,335.00,0.00,76.00,0.00,60.00
2025,11,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",80.00,23.00,6.91,0.00,8.86,0.00,7.22,1.00,0.00,2161.00,814.00,0.00,571.00,0.00,776.00
2025,11,F9,Frontier Airlines,BOI,"Boise, ID: Boise Air Terminal",11.00,3.00,0.74,0.00,2.26,0.00,0.00,0.00,0.00,91.00,42.00,0.00,49.00,0.00,0.00
2025,11,F9,Frontier Airlines,BOS,"Boston, MA: Logan International",81.00,12.00,6.83,0.00,4.18,0.00,0.99,0.00,0.00,887.00,585.00,0.00,166.00,0.00,136.00
2025,11,F9,Frontier Airlines,BQN,"Aguadilla, PR: Rafael Hernandez",32.00,2.00,0.57,0.00,0.00,0.00,1.43,1.00,0.00,59.00,24.00,0.00,0.00,0.00,35.00
2025,11,F9,Frontier Airlines,BTV,"Burlington, VT: Patrick Leahy Burlington International",6.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,95.00
2025,11,F9,Frontier Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",70.00,21.00,6.89,0.47,5.76,0.00,7.88,1.00,0.00,1827.00,556.00,11.00,233.00,0.00,1027.00
2025,11,F9,Frontier Airlines,BUR,"Burbank, CA: Bob Hope",8.00,2.00,0.84,0.00,1.16,0.00,0.00,0.00,0.00,43.00,21.00,0.00,22.00,0.00,0.00
2025,11,F9,Frontier Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",242.00,62.00,19.60,1.29,15.14,0.00,25.97,5.00,0.00,5244.00,1815.00,67.00,715.00,0.00,2647.00
2025,11,F9,Frontier Airlines,CHS,"Charleston, SC: Charleston AFB/International",23.00,7.00,4.02,0.00,1.54,0.00,1.43,0.00,0.00,516.00,270.00,0.00,72.00,0.00,174.00
2025,11,F9,Frontier Airlines,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",18.00,3.00,0.26,0.00,0.15,0.00,2.59,0.00,0.00,195.00,20.00,0.00,12.00,0.00,163.00
2025,11,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",507.00,113.00,22.99,1.14,15.85,0.00,73.03,5.00,1.00,9567.00,2476.00,54.00,678.00,0.00,6359.00
2025,11,F9,Frontier Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",281.00,56.00,17.42,0.64,10.01,0.00,27.93,7.00,0.00,4859.00,954.00,112.00,963.00,0.00,2830.00
2025,11,F9,Frontier Airlines,CMH,"Columbus, OH: John Glenn Columbus International",37.00,5.00,0.96,0.00,1.03,0.00,3.01,0.00,0.00,427.00,241.00,0.00,73.00,0.00,113.00
2025,11,F9,Frontier Airlines,CRP,"Corpus Christi, TX: Corpus Christi International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",283.00,57.00,14.62,0.01,10.41,0.00,31.96,4.00,0.00,5432.00,1515.00,1.00,405.00,0.00,3511.00
2025,11,F9,Frontier Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",82.00,13.00,0.29,0.00,9.60,0.00,3.11,0.00,0.00,892.00,11.00,0.00,682.00,0.00,199.00
2025,11,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",1936.00,297.00,73.62,3.72,77.84,0.00,141.82,16.00,0.00,24857.00,5160.00,282.00,2755.00,0.00,16660.00
2025,11,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",867.00,242.00,45.52,3.17,101.04,0.00,92.27,20.00,2.00,25000.00,5299.00,462.00,7952.00,0.00,11287.00
2025,11,F9,Frontier Airlines,DSM,"Des Moines, IA: Des Moines International",16.00,2.00,0.86,0.00,0.58,0.00,0.56,0.00,0.00,41.00,19.00,0.00,11.00,0.00,11.00
2025,11,F9,Frontier Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",195.00,35.00,7.39,0.88,7.09,0.00,19.64,3.00,1.00,1749.00,356.00,30.00,241.00,0.00,1122.00
2025,11,F9,Frontier Airlines,ELP,"El Paso, TX: El Paso International",64.00,12.00,4.11,0.00,2.17,0.00,5.71,0.00,0.00,1007.00,221.00,0.00,115.00,0.00,671.00
